type,region,year_for_seasonal_metrics,season,mean_log_plus_constant_biomass,mean_lat,mean_lon,log_plus_constant_biomass_z,mean_biomass_untransformed,mean_biomass_untransformed_z,,,,,,,,,,,,,
large_crust,NWA,2024,Winter,-1.817652186,48.58214313529041,-122.8084777,-0.487053604,0.16230660411793563,-0.668924904,,,,,,,,,,,,,
large_crust,PS,2014,Fall,-0.797457484,47.723101100139935,-122.5354037,-2.063386105,0.45037284359181345,-1.796621023,,,,,,,,,,,,,
large_crust,PS,2014,Spring,-0.53823729,47.723101100139935,-122.5354037,-1.162732418,0.5836763743216286,-1.027695742,,,,,,,,,,,,,
large_crust,PS,2014,Summer,0.3789366004981729,47.723101100139935,-122.5354037,-1.086659271,1.4606304232265328,-1.062277523,,,,,,,,,,,,,
large_crust,PS,2015,Fall,-0.25676525,47.723101100139935,-122.5354037,0.23527771494542565,0.7734497832362576,0.1442757891341649,,,,,,,,,,,,,
large_crust,PS,2015,Spring,0.34823048988315397,47.723101100139935,-122.5354037,1.769680256492473,1.4164587145677596,2.0107729574746016,,,,,,,,,,,,,
large_crust,PS,2015,Summer,0.9430645832051209,47.723101100139935,-122.5354037,1.426118989,2.5677387279293864,1.5761770186097201,,,,,,,,,,,,,
large_crust,PS,2015,Winter,-0.45380534,47.723101100139935,-122.5354037,0.9287075884169723,0.6351063705124681,0.9333024990772789,,,,,,,,,,,,,
large_crust,PS,2016,Fall,-0.129256722,47.723101100139935,-122.5354037,0.7773591825557288,0.8786483424754684,0.7762600727176415,,,,,,,,,,,,,
large_crust,PS,2016,Spring,-0.060825806,47.723101100139935,-122.5354037,0.41653252431244675,0.9408871398935922,0.2756144724557281,,,,,,,,,,,,,
large_crust,PS,2016,Summer,0.7219861927877635,47.723101100139935,-122.5354037,0.4413761822708292,2.0584177660843044,0.3623660488061087,,,,,,,,,,,,,
large_crust,PS,2016,Winter,-0.420455484,47.723101100139935,-122.5354037,1.1344095613527228,0.6566476137907926,1.1774094909427033,,,,,,,,,,,,,
large_crust,PS,2017,Fall,-0.398209045,47.723101100139935,-122.5354037,-0.366047242,0.6714216346644174,-0.468662134,,,,,,,,,,,,,
large_crust,PS,2017,Spring,-0.552033104,47.723101100139935,-122.5354037,-1.208368614,0.5756780032819384,-1.056878397,,,,,,,,,,,,,
large_crust,PS,2017,Summer,0.8381391137341707,47.723101100139935,-122.5354037,0.9587526349764027,2.3119604894716668,0.9666076999774795,,,,,,,,,,,,,
large_crust,PS,2017,Winter,-0.738240836,47.723101100139935,-122.5354037,-0.825691066,0.4778539755993854,-0.848693488,,,,,,,,,,,,,
large_crust,PS,2018,Fall,-0.489656149,47.723101100139935,-122.5354037,-0.754819513,0.6127370828347394,-0.821211776,,,,,,,,,,,,,
large_crust,PS,2018,Spring,-0.150649426,47.723101100139935,-122.5354037,0.11939829294900316,0.8600491916091486,-0.019328832,,,,,,,,,,,,,
large_crust,PS,2018,Summer,0.4681997789819279,47.723101100139935,-122.5354037,-0.689056987,1.5970164411140315,-0.737243101,,,,,,,,,,,,,
large_crust,PS,2018,Winter,-0.569430474,47.723101100139935,-122.5354037,0.21553155510798053,0.5657476120337277,0.1473238221268037,,,,,,,,,,,,,
large_crust,PS,2019,Fall,-0.138802008,47.723101100139935,-122.5354037,0.7367789742300994,0.8703003436526623,0.7261091572151754,,,,,,,,,,,,,
large_crust,PS,2019,Spring,-0.145365397,47.723101100139935,-122.5354037,0.13687772617367655,0.8646062743802277,-0.002701975,,,,,,,,,,,,,
large_crust,PS,2019,Summer,0.831538733,47.723101100139935,-122.5354037,0.92935276,2.2967502627370284,0.9303587696432126,,,,,,,,,,,,,
large_crust,PS,2019,Winter,-0.697246343,47.723101100139935,-122.5354037,-0.572836956,0.4978546139153807,-0.622044748,,,,,,,,,,,,,
large_crust,PS,2020,Fall,-0.457420719,47.723101100139935,-122.5354037,-0.617775902,0.6328140051918667,-0.700598913,,,,,,,,,,,,,
large_crust,PS,2020,Spring,-0.105452214,47.723101100139935,-122.5354037,0.2689095102751838,0.8998174750083934,0.1257687262055259,,,,,,,,,,,,,
large_crust,PS,2020,Summer,0.7435045488084014,47.723101100139935,-122.5354037,0.5372247465195927,2.1031937088487744,0.4690758341523157,,,,,,,,,,,,,
large_crust,PS,2020,Winter,-0.603154758,47.723101100139935,-122.5354037,0.007520107,0.5469829961402076,-0.065318219,,,,,,,,,,,,,
large_crust,PS,2021,Fall,0.043758167642102275,47.723101100139935,-122.5354037,1.5129034387202938,1.0446296748959303,1.7733991420793236,,,,,,,,,,,,,
large_crust,PS,2021,Spring,-0.477976605,47.723101100139935,-122.5354037,-0.963391617,0.6199367025959678,-0.89539722,,,,,,,,,,,,,
large_crust,PS,2021,Summer,0.5576654455154644,47.723101100139935,-122.5354037,-0.290552767,1.746490226958427,-0.38101798,,,,,,,,,,,,,
large_crust,PS,2021,Winter,-0.522849493,47.723101100139935,-122.5354037,0.50284313,0.5927288774011846,0.4530775541873866,,,,,,,,,,,,,
large_crust,PS,2022,Fall,-0.225085613,47.723101100139935,-122.5354037,0.3699584632096295,0.7983478580455207,0.2938519058104372,,,,,,,,,,,,,
large_crust,PS,2022,Spring,0.18243698229605362,47.723101100139935,-122.5354037,1.2212395868199617,1.2000385185966542,1.2211476742015284,,,,,,,,,,,,,
large_crust,PS,2022,Summer,0.26285840514970016,47.723101100139935,-122.5354037,-1.603702875,1.3005425416267764,-1.443798099,,,,,,,,,,,,,
large_crust,PS,2022,Winter,-0.389282088,47.723101100139935,-122.5354037,1.3266871216682259,0.6774431161593785,1.4130656906307577,,,,,,,,,,,,,
large_crust,PS,2023,Fall,-0.272178462,47.723101100139935,-122.5354037,0.16975098846685283,0.7616183113647943,0.073197779,,,,,,,,,,,,,
large_crust,PS,2023,Spring,-0.367562699,47.723101100139935,-122.5354037,-0.598145248,0.6923199115312569,-0.631301665,,,,,,,,,,,,,
large_crust,PS,2023,Summer,0.4830627252209673,47.723101100139935,-122.5354037,-0.622853414,1.620931581387342,-0.680248667,,,,,,,,,,,,,
large_crust,PS,2023,Winter,-0.79029488,47.723101100139935,-122.5354037,-1.146760502,0.4536109851948953,-1.123416882,,,,,,,,,,,,,
large_crust,PS,2024,Winter,-0.858980015,47.723101100139935,-122.5354037,-1.57041054,0.4234939213000708,-1.464705719,,,,,,,,,,,,,
not_crust,NWA,2014,Fall,1.1742862126502913,48.58214313529041,-122.8084777,1.1697689379416223,3.2357324230764455,1.1669684402812937,,,,,,,,,,,,,
not_crust,NWA,2014,Spring,1.239778887,48.58214313529041,-122.8084777,1.0772486973973519,3.4547494695463334,1.0610495661248447,,,,,,,,,,,,,
not_crust,NWA,2014,Summer,1.2051907932679298,48.58214313529041,-122.8084777,0.2525386702026772,3.3372957699725467,0.13245096866684333,,,,,,,,,,,,,
not_crust,NWA,2015,Fall,1.3981943143422548,48.58214313529041,-122.8084777,1.5546543425259898,4.0477841574390805,1.8829077134498804,,,,,,,,,,,,,
not_crust,NWA,2015,Spring,1.5410596221795259,48.58214313529041,-122.8084777,1.6587965140738052,4.6694355939218815,2.108994520002265,,,,,,,,,,,,,
not_crust,NWA,2015,Summer,1.5062548196950618,48.58214313529041,-122.8084777,1.3916126946501348,4.509709078515188,1.4834483508274598,,,,,,,,,,,,,
not_crust,NWA,2016,Fall,-0.164819951,48.58214313529041,-122.8084777,-1.132079069,0.8479463799792931,-0.938205075,,,,,,,,,,,,,
not_crust,NWA,2016,Spring,1.1053082988817822,48.58214313529041,-122.8084777,0.8176865411390138,3.020055435834824,0.6860264140798822,,,,,,,,,,,,,
not_crust,NWA,2016,Summer,1.188992557421412,48.58214313529041,-122.8084777,0.19125273739426876,3.283671329351497,0.070658358,,,,,,,,,,,,,
not_crust,NWA,2017,Fall,0.5308801513753791,48.58214313529041,-122.8084777,0.063790189,1.7003282844726866,-0.186709012,,,,,,,,,,,,,
not_crust,NWA,2017,Spring,0.5251814988520284,48.58214313529041,-122.8084777,-0.302104521,1.6906656925645647,-0.460876679,,,,,,,,,,,,,
not_crust,NWA,2017,Summer,1.2773724353438918,48.58214313529041,-122.8084777,0.5256375007286554,3.5871017270513557,0.42030781198527073,,,,,,,,,,,,,
not_crust,NWA,2018,Fall,1.023218251090517,48.58214313529041,-122.8084777,0.9100916280751864,2.7820339776393315,0.7669686354426143,,,,,,,,,,,,,
not_crust,NWA,2018,Spring,0.5193348381057904,48.58214313529041,-122.8084777,-0.313390051,1.6808092010172588,-0.46938016,,,,,,,,,,,,,
not_crust,NWA,2018,Summer,0.7116703776816482,48.58214313529041,-122.8084777,-1.614693003,2.037291631412618,-1.365572105,,,,,,,,,,,,,
not_crust,NWA,2018,Winter,0.1569687940377915,48.58214313529041,-122.8084777,1.5903196267482045,1.1698591036316741,1.9823229409015397,,,,,,,,,,,,,
not_crust,NWA,2019,Fall,-0.055362729,48.58214313529041,-122.8084777,-0.943928275,0.9460418924966805,-0.851719908,,,,,,,,,,,,,
not_crust,NWA,2019,Spring,0.6990436033339543,48.58214313529041,-122.8084777,0.033493198,2.0117276817856187,-0.183887188,,,,,,,,,,,,,
not_crust,NWA,2019,Summer,1.0576184325167595,48.58214313529041,-122.8084777,-0.305800514,2.8794050810324547,-0.395186442,,,,,,,,,,,,,
not_crust,NWA,2019,Winter,-0.502393915,48.58214313529041,-122.8084777,0.1254206402564564,0.6049804132914958,-0.060122032,,,,,,,,,,,,,
not_crust,NWA,2020,Fall,0.063021184,48.58214313529041,-122.8084777,-0.740433001,1.0649494012593033,-0.746886002,,,,,,,,,,,,,
not_crust,NWA,2020,Spring,0.6752528211994204,48.58214313529041,-122.8084777,-0.012429013,1.964429587916902,-0.224692625,,,,,,,,,,,,,
not_crust,NWA,2020,Summer,1.0447370407312662,48.58214313529041,-122.8084777,-0.354537186,2.8425509239537132,-0.437654289,,,,,,,,,,,,,
not_crust,NWA,2020,Winter,-0.454590164,48.58214313529041,-122.8084777,0.23162571731544573,0.6346080411112539,0.047003268,,,,,,,,,,,,,
not_crust,NWA,2021,Fall,-0.08984665,48.58214313529041,-122.8084777,-1.003204191,0.9139713470604931,-0.879994662,,,,,,,,,,,,,
not_crust,NWA,2021,Spring,0.30248570554465964,48.58214313529041,-122.8084777,-0.731963577,1.3531183327638956,-0.752088578,,,,,,,,,,,,,
not_crust,NWA,2021,Summer,1.554342487923134,48.58214313529041,-122.8084777,1.5735521127363468,4.731874171901182,1.739454025093507,,,,,,,,,,,,,
not_crust,NWA,2021,Winter,-1.362134525,48.58214313529041,-122.8084777,-1.784655756,0.25601351238604697,-1.321889744,,,,,,,,,,,,,
not_crust,NWA,2022,Fall,0.8601351314692636,48.58214313529041,-122.8084777,0.6297609388236692,2.3633800526596773,0.3978655671579774,,,,,,,,,,,,,
not_crust,NWA,2022,Spring,0.5080767856268584,48.58214313529041,-122.8084777,-0.335120932,1.6619915607617477,-0.485614684,,,,,,,,,,,,,
not_crust,NWA,2022,Summer,0.9349644790444221,48.58214313529041,-122.8084777,-0.769861046,2.547022979889867,-0.778197574,,,,,,,,,,,,,
not_crust,NWA,2022,Winter,-0.601651615,48.58214313529041,-122.8084777,-0.095099115,0.5478059587759297,-0.266849033,,,,,,,,,,,,,
not_crust,NWA,2023,Fall,0.19799448880586898,48.58214313529041,-122.8084777,-0.508421499,1.218855675901764,-0.611195698,,,,,,,,,,,,,
not_crust,NWA,2023,Spring,-0.298603234,48.58214313529041,-122.8084777,-1.892216856,0.7417536933288903,-1.279530586,,,,,,,,,,,,,
not_crust,NWA,2023,Summer,0.9032898125198713,48.58214313529041,-122.8084777,-0.889701966,2.4676080688516917,-0.869709105,,,,,,,,,,,,,
not_crust,NWA,2023,Winter,-0.429895823,48.58214313529041,-122.8084777,0.2864888651482943,0.6504768660206053,0.10438054617652961,,,,,,,,,,,,,
not_crust,NWA,2024,Winter,-0.718229967,48.58214313529041,-122.8084777,-0.354099978,0.4875145863609756,-0.484845946,,,,,,,,,,,,,
not_crust,PS,2014,Fall,0.7751725108062549,47.723101100139935,-122.5354037,1.396990029346978,2.170866610081598,1.5419877292031678,,,,,,,,,,,,,
not_crust,PS,2014,Spring,1.441729564270192,47.723101100139935,-122.5354037,1.8525309253785462,4.227902098197106,2.0799718492860473,,,,,,,,,,,,,
not_crust,PS,2014,Summer,1.417561554096537,47.723101100139935,-122.5354037,0.24841661540166732,4.126944585567618,0.15542747453060907,,,,,,,,,,,,,
not_crust,PS,2015,Fall,0.5830655522228937,47.723101100139935,-122.5354037,0.7065196473802683,1.7914220256605264,0.6381564741105267,,,,,,,,,,,,,
not_crust,PS,2015,Spring,1.0866933450486929,47.723101100139935,-122.5354037,0.7238625225362789,2.9643554168741075,0.5815746484487595,,,,,,,,,,,,,
not_crust,PS,2015,Summer,1.4788044673307554,47.723101100139935,-122.5354037,0.5138610990064324,4.387596909,0.4490467159276676,,,,,,,,,,,,,
not_crust,PS,2015,Winter,0.19550456846558206,47.723101100139935,-122.5354037,0.548233169,1.2158243488180205,0.4321455478891797,,,,,,,,,,,,,
not_crust,PS,2016,Fall,0.19058143450691512,47.723101100139935,-122.5354037,-0.704145852,1.2098529015435633,-0.747132374,,,,,,,,,,,,,
not_crust,PS,2016,Spring,0.6945411375579003,47.723101100139935,-122.5354037,-0.522798471,2.002689858,-0.558831957,,,,,,,,,,,,,
not_crust,PS,2016,Summer,1.6979373208218833,47.723101100139935,-122.5354037,1.4636462098703433,5.462568031270297,1.6599785859273475,,,,,,,,,,,,,
not_crust,PS,2016,Winter,0.4664297983895175,47.723101100139935,-122.5354037,1.2530271752178177,1.594192076282264,1.415463135792438,,,,,,,,,,,,,
not_crust,PS,2017,Fall,0.588221196,47.723101100139935,-122.5354037,0.7250500514461398,1.8006823265579854,0.6602143706422583,,,,,,,,,,,,,
not_crust,PS,2017,Spring,0.4842242166944617,47.723101100139935,-122.5354037,-1.191400856,1.622815489607263,-1.0093121,,,,,,,,,,,,,
not_crust,PS,2017,Summer,1.4829440139915904,47.723101100139935,-122.5354037,0.5318030904584199,4.405797630473252,0.4695494375577024,,,,,,,,,,,,,
not_crust,PS,2017,Winter,-0.072105437,47.723101100139935,-122.5354037,-0.1479365,0.9303327888478474,-0.309801642,,,,,,,,,,,,,
not_crust,PS,2018,Fall,0.165033728,47.723101100139935,-122.5354037,-0.795969358,1.1793328984653273,-0.81983056,,,,,,,,,,,,,
not_crust,PS,2018,Spring,0.6316522901039956,47.723101100139935,-122.5354037,-0.72272358,1.8806155010530057,-0.703595801,,,,,,,,,,,,,
not_crust,PS,2018,Summer,1.1604848024381307,47.723101100139935,-122.5354037,-0.865828315,3.1913801384769447,-0.898465771,,,,,,,,,,,,,
not_crust,PS,2018,Winter,-0.112782694,47.723101100139935,-122.5354037,-0.253755686,0.893244768,-0.406187513,,,,,,,,,,,,,
not_crust,PS,2019,Fall,0.012372605,47.723101100139935,-122.5354037,-1.34466361,1.0123494626375509,-1.217582575,,,,,,,,,,,,,
not_crust,PS,2019,Spring,0.9419989453480786,47.723101100139935,-122.5354037,0.263875659,2.5650037992507055,0.10799709500988999,,,,,,,,,,,,,
not_crust,PS,2019,Summer,0.9425534077392738,47.723101100139935,-122.5354037,-1.810405956,2.5664264472028475,-1.602462676,,,,,,,,,,,,,
not_crust,PS,2019,Winter,0.513360953,47.723101100139935,-122.5354037,1.3751154581892548,1.6707975756796791,1.614548653451207,,,,,,,,,,,,,
not_crust,PS,2020,Fall,0.3222822082170002,47.723101100139935,-122.5354037,-0.230787239,1.3801742457327357,-0.341429511,,,,,,,,,,,,,
not_crust,PS,2020,Spring,0.6513459732347745,47.723101100139935,-122.5354037,-0.660116903,1.9180208316175877,-0.659238087,,,,,,,,,,,,,
not_crust,PS,2020,Summer,1.4383876860214289,47.723101100139935,-122.5354037,0.338683089,4.213796213152672,0.2532639667171926,,,,,,,,,,,,,
not_crust,PS,2020,Winter,-0.297203933,47.723101100139935,-122.5354037,-0.733515301,0.7427924963624161,-0.797189055,,,,,,,,,,,,,
not_crust,PS,2021,Fall,0.045872210288861334,47.723101100139935,-122.5354037,-1.224259408,1.0468406141695288,-1.135425175,,,,,,,,,,,,,
not_crust,PS,2021,Spring,0.5630444000801491,47.723101100139935,-122.5354037,-0.940829659,1.7559103689774593,-0.851479392,,,,,,,,,,,,,
not_crust,PS,2021,Summer,1.1783920982051526,47.723101100139935,-122.5354037,-0.78821292,3.249045693359128,-0.833506763,,,,,,,,,,,,,
not_crust,PS,2021,Winter,-0.752685305,47.723101100139935,-122.5354037,-1.918419864,0.4709998058102696,-1.503535061,,,,,,,,,,,,,
not_crust,PS,2022,Fall,0.7233826734639723,47.723101100139935,-122.5354037,1.2108471169016564,2.061294454518679,1.2809885136346044,,,,,,,,,,,,,
not_crust,PS,2022,Spring,1.2362741225169718,47.723101100139935,-122.5354037,1.1993832949555558,3.4426622282974644,1.1487824912391433,,,,,,,,,,,,,
not_crust,PS,2022,Summer,1.5969886796009891,47.723101100139935,-122.5354037,1.0261056272236155,4.938039691467805,1.0691086823268352,,,,,,,,,,,,,
not_crust,PS,2022,Winter,-0.097736973,47.723101100139935,-122.5354037,-0.214615242,0.9067874079904167,-0.370992345,,,,,,,,,,,,,
not_crust,PS,2023,Fall,0.4589485536549799,47.723101100139935,-122.5354037,0.26041862094315743,1.582309291514021,0.14005310745461313,,,,,,,,,,,,,
not_crust,PS,2023,Spring,0.8584328409463512,47.723101100139935,-122.5354037,-0.001782932,2.3593601454606445,-0.135868747,,,,,,,,,,,,,
not_crust,PS,2023,Summer,1.2084187949103549,47.723101100139935,-122.5354037,-0.65806854,3.3480862955468123,-0.721939653,,,,,,,,,,,,,
not_crust,PS,2023,Winter,-0.253069924,47.723101100139935,-122.5354037,-0.618703605,0.7763135899853374,-0.710073061,,,,,,,,,,,,,
not_crust,PS,2024,Winter,0.2579075544867913,47.723101100139935,-122.5354037,0.7105703957815355,1.2941191683385354,0.6356213400562303,,,,,,,,,,,,,
small_crust,NWA,2014,Fall,1.537404920038417,48.58214313529041,-122.8084777,-0.461593653,4.652400979370653,-0.502756428,,,,,,,,,,,,,
small_crust,NWA,2014,Spring,2.079385197022513,48.58214313529041,-122.8084777,0.2771818505039517,7.999449255440058,0.18347010487011617,,,,,,,,,,,,,
small_crust,NWA,2014,Summer,1.7388473757887113,48.58214313529041,-122.8084777,-0.949110272,5.690680309830989,-0.955251863,,,,,,,,,,,,,
small_crust,NWA,2015,Fall,2.295073979945532,48.58214313529041,-122.8084777,1.930556760726998,9.925070248680026,2.154406163270365,,,,,,,,,,,,,
small_crust,NWA,2015,Spring,2.3732712136836334,48.58214313529041,-122.8084777,1.6009497185308212,10.732343038127077,1.7992195394877222,,,,,,,,,,,,,
small_crust,NWA,2015,Summer,2.115666494488112,48.58214313529041,-122.8084777,0.43925135510768953,8.295012570928955,0.3444213749593404,,,,,,,,,,,,,
small_crust,NWA,2016,Fall,2.115217933558666,48.58214313529041,-122.8084777,1.3627063118015907,8.291292542,1.3310636049632472,,,,,,,,,,,,,
small_crust,NWA,2016,Spring,1.9459853388180366,48.58214313529041,-122.8084777,-0.323698885,7.000426348126811,-0.407175133,,,,,,,,,,,,,
small_crust,NWA,2016,Summer,1.9958132410915226,48.58214313529041,-122.8084777,-0.002338919,7.358084573395928,-0.123145787,,,,,,,,,,,,,
small_crust,NWA,2017,Fall,1.6208273596305731,48.58214313529041,-122.8084777,-0.198208181,5.057172769459191,-0.298771615,,,,,,,,,,,,,
small_crust,NWA,2017,Spring,2.0179385813990804,48.58214313529041,-122.8084777,4.0428794611222456e-4,7.522701296278563,-0.098394214,,,,,,,,,,,,,
small_crust,NWA,2017,Summer,1.9732628301820576,48.58214313529041,-122.8084777,-0.085424207,7.194011399295153,-0.205025322,,,,,,,,,,,,,
small_crust,NWA,2018,Fall,1.7481022217717104,48.58214313529041,-122.8084777,0.20363034002477573,5.743592072562187,0.047149512,,,,,,,,,,,,,
small_crust,NWA,2018,Spring,1.8534666805817903,48.58214313529041,-122.8084777,-0.740436055,6.3818052453990894,-0.772918106,,,,,,,,,,,,,
small_crust,NWA,2018,Summer,2.1996571234789237,48.58214313529041,-122.8084777,0.7487084939689898,9.021819564651878,0.7071291651004386,,,,,,,,,,,,,
small_crust,NWA,2018,Winter,1.0135387285746087,48.58214313529041,-122.8084777,0.41633483063951415,2.7552341631108472,0.3228294794622943,,,,,,,,,,,,,
small_crust,NWA,2019,Fall,1.7336840251181735,48.58214313529041,-122.8084777,0.158108493,5.661372543751681,0.005714966,,,,,,,,,,,,,
small_crust,NWA,2019,Spring,2.175425089847289,48.58214313529041,-122.8084777,0.709779922,8.805827637113198,0.6602194840557216,,,,,,,,,,,,,
small_crust,NWA,2019,Summer,2.3104638920720717,48.58214313529041,-122.8084777,1.1569676770149089,10.07899918489658,1.2347070326124578,,,,,,,,,,,,,
small_crust,NWA,2019,Winter,1.3201802451392868,48.58214313529041,-122.8084777,1.4087328115467168,3.743996171580787,1.6733164627614785,,,,,,,,,,,,,
small_crust,NWA,2020,Fall,1.216493263417356,48.58214313529041,-122.8084777,-1.474791886,3.3752305606255515,-1.146386682,,,,,,,,,,,,,
small_crust,NWA,2020,Spring,2.2517491262975176,48.58214313529041,-122.8084777,1.0535707164097747,9.504245606672105,1.0731401934482596,,,,,,,,,,,,,
small_crust,NWA,2020,Summer,1.514279252980481,48.58214313529041,-122.8084777,-1.776514586,4.546043326502244,-1.526474697,,,,,,,,,,,,,
small_crust,NWA,2020,Winter,0.9602240630681316,48.58214313529041,-122.8084777,0.24379013742863603,2.612181724,0.12744327359839383,,,,,,,,,,,,,
small_crust,NWA,2021,Fall,1.4599222876811828,48.58214313529041,-122.8084777,-0.706225671,4.305524915247474,-0.677564681,,,,,,,,,,,,,
small_crust,NWA,2021,Spring,1.7611708174408447,48.58214313529041,-122.8084777,-1.156169677,5.819146682916794,-1.105574742,,,,,,,,,,,,,
small_crust,NWA,2021,Summer,1.9617864831209335,48.58214313529041,-122.8084777,-0.127707943,7.111921228706838,-0.24599183,,,,,,,,,,,,,
small_crust,NWA,2021,Winter,0.3581763925934673,48.58214313529041,-122.8084777,-1.704644306,1.4306179662758707,-1.486379325,,,,,,,,,,,,,
small_crust,NWA,2022,Fall,1.486754351579209,48.58214313529041,-122.8084777,-0.621510145,4.422617612376165,-0.618555796,,,,,,,,,,,,,
small_crust,NWA,2022,Spring,2.067487029013067,48.58214313529041,-122.8084777,0.22358824071525793,7.9048332690513075,0.1275309653829236,,,,,,,,,,,,,
small_crust,NWA,2022,Summer,1.7649450120341699,48.58214313529041,-122.8084777,-0.852955499,5.841151150736124,-0.880160475,,,,,,,,,,,,,
small_crust,NWA,2022,Winter,0.9887852250302493,48.58214313529041,-122.8084777,0.3362239336774582,2.687867212968765,0.2308172576211342,,,,,,,,,,,,,
small_crust,NWA,2023,Fall,1.622580724543515,48.58214313529041,-122.8084777,-0.19267237,5.066047792391545,-0.294299045,,,,,,,,,,,,,
small_crust,NWA,2023,Spring,1.652609191480422,48.58214313529041,-122.8084777,-1.645170119,5.220483574,-1.459518092,,,,,,,,,,,,,
small_crust,NWA,2023,Summer,2.389758831285831,48.58214313529041,-122.8084777,1.4491239009902646,10.910762267092347,1.6497924020017156,,,,,,,,,,,,,
small_crust,NWA,2023,Winter,0.619347713,48.58214313529041,-122.8084777,-0.859403601,1.8576158834796206,-0.903170096,,,,,,,,,,,,,
small_crust,NWA,2024,Winter,0.9340142730063696,48.58214313529041,-122.8084777,0.15896619372821422,2.544603837778453,0.035142948,,,,,,,,,,,,,
small_crust,PS,2014,Fall,1.9540559145654728,47.723101100139935,-122.5354037,-0.771326221,7.0571532276758235,-0.784197161,,,,,,,,,,,,,
small_crust,PS,2014,Spring,1.7530551893071988,47.723101100139935,-122.5354037,0.13310931669083295,5.772110961194379,0.020379678014283985,,,,,,,,,,,,,
small_crust,PS,2014,Summer,2.2895067202154893,47.723101100139935,-122.5354037,-0.844010979,9.869967775253576,-0.738338821,,,,,,,,,,,,,
small_crust,PS,2015,Fall,2.218575162206655,47.723101100139935,-122.5354037,1.5339829247860728,9.194121254641376,1.6134965519117963,,,,,,,,,,,,,
small_crust,PS,2015,Spring,1.998078754865224,47.723101100139935,-122.5354037,1.0694341912743563,7.3747735392993725,1.1383022331240589,,,,,,,,,,,,,
small_crust,PS,2015,Summer,2.5125824569112867,47.723101100139935,-122.5354037,0.11725281167879587,12.336648078835657,0.001889416,,,,,,,,,,,,,
small_crust,PS,2015,Winter,1.7782010465286824,47.723101100139935,-122.5354037,1.6898011620057962,5.919098472251589,1.8666997378148589,,,,,,,,,,,,,
small_crust,PS,2016,Fall,2.030972641883862,47.723101100139935,-122.5354037,-0.100989992,7.621395740833399,-0.151112946,,,,,,,,,,,,,
small_crust,PS,2016,Spring,1.9845040832620842,47.723101100139935,-122.5354037,1.0175603943300686,7.275338478951417,1.068942220448703,,,,,,,,,,,,,
small_crust,PS,2016,Summer,2.3419593686143254,47.723101100139935,-122.5354037,-0.61798536,10.401497172286504,-0.578831702,,,,,,,,,,,,,
small_crust,PS,2016,Winter,1.543167560218139,47.723101100139935,-122.5354037,0.8816005782458232,4.679289067229988,0.7915728198162884,,,,,,,,,,,,,
small_crust,PS,2017,Fall,2.0827942091818348,47.723101100139935,-122.5354037,0.35063964946346965,8.026766351822657,0.3037158362271906,,,,,,,,,,,,,
small_crust,PS,2017,Spring,2.0599186779060776,47.723101100139935,-122.5354037,1.305747208977831,7.845231785567728,1.4664660599494512,,,,,,,,,,,,,
small_crust,PS,2017,Summer,3.0395588488100245,47.723101100139935,-122.5354037,2.3880659975418297,20.895922896094163,2.5704496352597146,,,,,,,,,,,,,
small_crust,PS,2017,Winter,1.1096269728191792,47.723101100139935,-122.5354037,-0.609198717,3.0331267073663404,-0.635931648,,,,,,,,,,,,,
small_crust,PS,2018,Fall,2.116433941,47.723101100139935,-122.5354037,0.6438129510344421,8.301381068569931,0.6118355514656906,,,,,,,,,,,,,
small_crust,PS,2018,Spring,1.6112051832922203,47.723101100139935,-122.5354037,-0.408951561,5.008744167008032,-0.512099815,,,,,,,,,,,,,
small_crust,PS,2018,Summer,2.550058184712722,47.723101100139935,-122.5354037,0.27874083685330064,12.807748981996822,0.14326249515405637,,,,,,,,,,,,,
small_crust,PS,2018,Winter,0.9875038856408224,47.723101100139935,-122.5354037,-1.029138667,2.684425220352589,-0.938315509,,,,,,,,,,,,,
small_crust,PS,2019,Fall,2.174707605447873,47.723101100139935,-122.5354037,1.1516732035849808,8.799511787,1.1707418514228611,,,,,,,,,,,,,
small_crust,PS,2019,Spring,1.7760878944735432,47.723101100139935,-122.5354037,0.2211257273861932,5.9066035123598555,0.11419372127966053,,,,,,,,,,,,,
small_crust,PS,2019,Summer,2.595038751593161,47.723101100139935,-122.5354037,0.47256823775767165,13.397006510569886,0.32009329908498324,,,,,,,,,,,,,
small_crust,PS,2019,Winter,1.4291183391643683,47.723101100139935,-122.5354037,0.48942392086841535,4.17491662,0.3541955968515174,,,,,,,,,,,,,
small_crust,PS,2020,Fall,1.8996134455072813,47.723101100139935,-122.5354037,-1.245797259,6.683210479198208,-1.203763653,,,,,,,,,,,,,
small_crust,PS,2020,Spring,1.304759931912063,47.723101100139935,-122.5354037,-1.579991216,3.686703903492597,-1.434276853,,,,,,,,,,,,,
small_crust,PS,2020,Summer,2.2852656307960815,47.723101100139935,-122.5354037,-0.862286413,9.828196575550628,-0.750873976,,,,,,,,,,,,,
small_crust,PS,2020,Winter,1.196794616462628,47.723101100139935,-122.5354037,-0.309458703,3.309391713,-0.396362612,,,,,,,,,,,,,
small_crust,PS,2021,Fall,1.951961569656176,47.723101100139935,-122.5354037,-0.789578627,7.042388372051829,-0.800763437,,,,,,,,,,,,,
